equipment_id,equipment_type,component,log_date,visit_sequence,total_visits,narrative,vibration_mms,temperature_c,pressure_psi,rpm,telemetry_summary,failure_mode,risk_level,early_warning_flag,time_to_failure_days,recommendation
MTR-302,Induction Motor,Stator Windings,2025-07-27,4,4,[CRITICAL WORK ORDER] Equipment tripped during operation. Emergency inspection triggered by high vibration trip. Stator Windings raceway severely pitted and brinelled. Temp spiked to 98.3C. Shaft runout detected. Immediate replacement required before full line restart.,6.61,98.3,0,1926,VIB: 6.61 mm/s | TEMP: 98.3 C | RPM: 1926,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
CONV-303,Heavy Conveyor Drive,Tail Drum,2025-07-17,1,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 2.20 mm/s, casing temp 56.4C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",2.2,56.4,0,770,VIB: 2.20 mm/s | TEMP: 56.4 C | RPM: 770,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-303,Heavy Conveyor Drive,Tail Drum,2025-08-12,2,5,"Semi-annual overhaul inspection. Inspected Tail Drum, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.4,54.3,0,774,VIB: 2.40 mm/s | TEMP: 54.3 C | RPM: 774,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-303,Heavy Conveyor Drive,Tail Drum,2025-08-29,3,5,Vibration spectra revealed emerging gear mesh harmonics (GMF) on Tail Drum. Minor surface scuffing noted during borescope inspection. Gearbox lube oil iron count is 45 ppm. Monitoring gear backlash.,4.14,68.3,0,679,VIB: 4.14 mm/s | TEMP: 68.3 C | RPM: 679,Gearbox_Tooth_Wear,Low_Risk,1,40,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
CONV-303,Heavy Conveyor Drive,Tail Drum,2025-09-12,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Vibration spectra revealed emerging gear mesh harmonics (GMF) on Tail Drum. Minor surface scuffing noted during borescope inspection. Gearbox lube oil iron count is 45 ppm. Monitoring gear backlash.,5.55,83.6,0,694,VIB: 5.55 mm/s | TEMP: 83.6 C | RPM: 694,Gearbox_Tooth_Wear,Medium_Risk,1,15,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
CONV-303,Heavy Conveyor Drive,Tail Drum,2025-10-03,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Heavy metal shedding and broken tooth debris found in lube sump. Severe scoring on gear face of Tail Drum. Vibration spike of 10.37 mm/s. Complete gearbox overhaul and gear set replacement ordered.,10.37,103.8,0,736,VIB: 10.37 mm/s | TEMP: 103.8 C | RPM: 736,Gearbox_Tooth_Wear,Critical,1,0,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
PUMP-304,Centrifugal Pump,Shaft Coupling,2025-02-21,1,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 2.07 mm/s, casing temp 52.9C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",2.07,52.9,68,1562,VIB: 2.07 mm/s | TEMP: 52.9 C | RPM: 1562 | PRESS: 68 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-304,Centrifugal Pump,Shaft Coupling,2025-03-08,2,6,"Periodic lubrication and visual check completed on PUMP-304. DE and NDE bearing temperatures steady at 49.1C. Operational RPM at 2234. No evidence of wear, contamination, or mechanical looseness.",1.67,49.1,68,2234,VIB: 1.67 mm/s | TEMP: 49.1 C | RPM: 2234 | PRESS: 68 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-304,Centrifugal Pump,Shaft Coupling,2025-03-25,3,6,Technician noted subtle metallic whining from Shaft Coupling during high RPM cycle. High-frequency acoustic peak present. Lubrication grease sample shows mild particulate darkening. Placed on watchlist.,2.52,72.6,38,2777,VIB: 2.52 mm/s | TEMP: 72.6 C | RPM: 2777 | PRESS: 38 PSI,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
PUMP-304,Centrifugal Pump,Shaft Coupling,2025-04-10,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Ultrasonic inspection revealed early micro-impacts in outer raceway of Shaft Coupling. Vibration level 4.21 mm/s. Running temperature 80.1C. Early indicator of sub-surface spalling.,4.21,80.1,29,2135,VIB: 4.21 mm/s | TEMP: 80.1 C | RPM: 2135 | PRESS: 29 PSI,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
PUMP-304,Centrifugal Pump,Shaft Coupling,2025-04-28,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Emergency inspection triggered by high vibration trip. Shaft Coupling raceway severely pitted and brinelled. Temp spiked to 98.0C. Shaft runout detected. Immediate replacement required before full line restart.,9.52,98.0,14,1911,VIB: 9.52 mm/s | TEMP: 98.0 C | RPM: 1911 | PRESS: 14 PSI,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-305,Gas Turbine,Thrust Bearing,2025-02-18,1,4,"Semi-annual overhaul inspection. Inspected Thrust Bearing, clearances verified against OEM specs. Operating pressure 151 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.95,82.2,151,4853,VIB: 1.95 mm/s | TEMP: 82.2 C | RPM: 4853 | PRESS: 151 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-305,Gas Turbine,Thrust Bearing,2025-03-11,2,4,Routine vibration monitoring detected slight elevation on Thrust Bearing. Overall VIB increased to 4.65 mm/s with faint 1X/2X harmonics. Casing temp slightly elevated at 103.2C. Recommend monitoring next shift.,4.65,103.2,102,4851,VIB: 4.65 mm/s | TEMP: 103.2 C | RPM: 4851 | PRESS: 102 PSI,Bearing_Degradation,Low_Risk,1,45,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-305,Gas Turbine,Thrust Bearing,2025-03-29,3,4,[Follow-up Alert] Previous inspection flagged anomaly. Technician noted subtle metallic whining from Thrust Bearing during high RPM cycle. High-frequency acoustic peak present. Lubrication grease sample shows mild particulate darkening. Placed on watchlist.,6.13,108.1,78,4875,VIB: 6.13 mm/s | TEMP: 108.1 C | RPM: 4875 | PRESS: 78 PSI,Bearing_Degradation,Medium_Risk,1,14,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-305,Gas Turbine,Thrust Bearing,2025-04-19,4,4,[CRITICAL WORK ORDER] Equipment tripped during operation. Emergency inspection triggered by high vibration trip. Thrust Bearing raceway severely pitted and brinelled. Temp spiked to 122.7C. Shaft runout detected. Immediate replacement required before full line restart.,9.15,122.7,36,3315,VIB: 9.15 mm/s | TEMP: 122.7 C | RPM: 3315 | PRESS: 36 PSI,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
COMP-306,Air Compressor,Main Journal Bearing,2025-03-19,1,4,"Periodic lubrication and visual check completed on COMP-306. DE and NDE bearing temperatures steady at 55.4C. Operational RPM at 1685. No evidence of wear, contamination, or mechanical looseness.",2.0,55.4,92,1685,VIB: 2.00 mm/s | TEMP: 55.4 C | RPM: 1685 | PRESS: 92 PSI,Normal_Operation,Normal,0,340,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-306,Air Compressor,Main Journal Bearing,2025-04-06,2,4,"Periodic lubrication and visual check completed on COMP-306. DE and NDE bearing temperatures steady at 45.7C. Operational RPM at 1264. No evidence of wear, contamination, or mechanical looseness.",2.64,45.7,156,1264,VIB: 2.64 mm/s | TEMP: 45.7 C | RPM: 1264 | PRESS: 156 PSI,Normal_Operation,Normal,0,185,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-306,Air Compressor,Main Journal Bearing,2025-05-01,3,4,"Semi-annual overhaul inspection. Inspected Main Journal Bearing, clearances verified against OEM specs. Operating pressure 131 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.36,55.3,131,1792,VIB: 2.36 mm/s | TEMP: 55.3 C | RPM: 1792 | PRESS: 131 PSI,Normal_Operation,Normal,0,255,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-306,Air Compressor,Main Journal Bearing,2025-05-29,4,4,"Periodic lubrication and visual check completed on COMP-306. DE and NDE bearing temperatures steady at 58.4C. Operational RPM at 1761. No evidence of wear, contamination, or mechanical looseness.",1.75,58.4,106,1761,VIB: 1.75 mm/s | TEMP: 58.4 C | RPM: 1761 | PRESS: 106 PSI,Normal_Operation,Normal,0,286,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-307,Industrial Gearbox,Output Shaft Bearing,2025-03-30,1,5,"Periodic lubrication and visual check completed on GEAR-307. DE and NDE bearing temperatures steady at 69.1C. Operational RPM at 1216. No evidence of wear, contamination, or mechanical looseness.",1.89,69.1,25,1216,VIB: 1.89 mm/s | TEMP: 69.1 C | RPM: 1216 | PRESS: 25 PSI,Normal_Operation,Normal,0,275,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-307,Industrial Gearbox,Output Shaft Bearing,2025-04-16,2,5,"Monthly condition monitoring inspection on Output Shaft Bearing. Acoustic levels normal, vibration spectra show clean baseline at 2.01 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",2.01,66.8,24,929,VIB: 2.01 mm/s | TEMP: 66.8 C | RPM: 929 | PRESS: 24 PSI,Normal_Operation,Normal,0,253,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-307,Industrial Gearbox,Output Shaft Bearing,2025-05-05,3,5,"Semi-annual overhaul inspection. Inspected Output Shaft Bearing, clearances verified against OEM specs. Operating pressure 24 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.41,50.8,24,869,VIB: 1.41 mm/s | TEMP: 50.8 C | RPM: 869 | PRESS: 24 PSI,Normal_Operation,Normal,0,192,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-307,Industrial Gearbox,Output Shaft Bearing,2025-05-25,4,5,"Periodic lubrication and visual check completed on GEAR-307. DE and NDE bearing temperatures steady at 53.7C. Operational RPM at 1128. No evidence of wear, contamination, or mechanical looseness.",1.8,53.7,21,1128,VIB: 1.80 mm/s | TEMP: 53.7 C | RPM: 1128 | PRESS: 21 PSI,Normal_Operation,Normal,0,217,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-307,Industrial Gearbox,Output Shaft Bearing,2025-06-17,5,5,"Periodic lubrication and visual check completed on GEAR-307. DE and NDE bearing temperatures steady at 57.5C. Operational RPM at 901. No evidence of wear, contamination, or mechanical looseness.",1.76,57.5,25,901,VIB: 1.76 mm/s | TEMP: 57.5 C | RPM: 901 | PRESS: 25 PSI,Normal_Operation,Normal,0,270,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-308,Induction Motor,NDE Bearing,2025-05-05,1,4,"Periodic lubrication and visual check completed on MTR-308. DE and NDE bearing temperatures steady at 69.4C. Operational RPM at 2598. No evidence of wear, contamination, or mechanical looseness.",1.13,69.4,0,2598,VIB: 1.13 mm/s | TEMP: 69.4 C | RPM: 2598,Normal_Operation,Normal,0,217,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-308,Induction Motor,NDE Bearing,2025-06-01,2,4,"Monthly condition monitoring inspection on NDE Bearing. Acoustic levels normal, vibration spectra show clean baseline at 1.68 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.68,69.2,0,2073,VIB: 1.68 mm/s | TEMP: 69.2 C | RPM: 2073,Normal_Operation,Normal,0,297,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-308,Induction Motor,NDE Bearing,2025-06-27,3,4,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.65 mm/s, casing temp 62.2C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.65,62.2,0,2173,VIB: 1.65 mm/s | TEMP: 62.2 C | RPM: 2173,Normal_Operation,Normal,0,261,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-308,Induction Motor,NDE Bearing,2025-07-13,4,4,"Semi-annual overhaul inspection. Inspected NDE Bearing, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.1,58.8,0,2868,VIB: 1.10 mm/s | TEMP: 58.8 C | RPM: 2868,Normal_Operation,Normal,0,219,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-309,Heavy Conveyor Drive,Drive Pulley,2025-05-03,1,5,"Monthly condition monitoring inspection on Drive Pulley. Acoustic levels normal, vibration spectra show clean baseline at 1.31 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.31,50.2,0,356,VIB: 1.31 mm/s | TEMP: 50.2 C | RPM: 356,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-309,Heavy Conveyor Drive,Drive Pulley,2025-05-23,2,5,"Semi-annual overhaul inspection. Inspected Drive Pulley, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.86,35.6,0,500,VIB: 1.86 mm/s | TEMP: 35.6 C | RPM: 500,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-309,Heavy Conveyor Drive,Drive Pulley,2025-06-06,3,5,Borescope inspection of Drive Pulley shows initial micro-pitting along pitch line of helical teeth. Casing temperature steady at 65.9C. Added EP gear lubricant additive.,3.75,65.9,0,824,VIB: 3.75 mm/s | TEMP: 65.9 C | RPM: 824,Gearbox_Tooth_Wear,Low_Risk,1,40,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
CONV-309,Heavy Conveyor Drive,Drive Pulley,2025-07-04,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Technician reported subtle rhythmic knocking sound under heavy torque on Drive Pulley. VIB at 5.62 mm/s. Backlash slightly wider than OEM specification. Oil condition scheduled for ferrography.,5.62,83.8,0,357,VIB: 5.62 mm/s | TEMP: 83.8 C | RPM: 357,Gearbox_Tooth_Wear,Medium_Risk,1,15,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
CONV-309,Heavy Conveyor Drive,Drive Pulley,2025-07-29,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Critical gear failure: Drive Pulley suffered catastrophic tooth root fracture and severe macropitting. Gear backlash out of spec (>1.8mm). Gearbox seized under 80% rated load.,7.33,94.7,0,678,VIB: 7.33 mm/s | TEMP: 94.7 C | RPM: 678,Gearbox_Tooth_Wear,Critical,1,0,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
PUMP-310,Centrifugal Pump,Non-Drive End Bearing,2025-02-27,1,6,"Semi-annual overhaul inspection. Inspected Non-Drive End Bearing, clearances verified against OEM specs. Operating pressure 72 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.2,60.1,72,2301,VIB: 1.20 mm/s | TEMP: 60.1 C | RPM: 2301 | PRESS: 72 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-310,Centrifugal Pump,Non-Drive End Bearing,2025-03-15,2,6,"Semi-annual overhaul inspection. Inspected Non-Drive End Bearing, clearances verified against OEM specs. Operating pressure 64 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.0,54.9,64,2652,VIB: 1.00 mm/s | TEMP: 54.9 C | RPM: 2652 | PRESS: 64 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
